City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Cabo San Lucas,MX,2020-11-22 17:20:03,22.89,-109.91,87.01,37,0,3.0
272,Pisco,PE,2020-11-22 17:20:47,-13.7,-76.22,68.0,72,40,10.29
273,Kaduy,RU,2020-11-22 17:20:47,59.2,37.15,30.2,92,90,6.71
274,Melong,CM,2020-11-22 17:20:47,5.12,9.96,72.95,80,100,1.86
275,Kautokeino,NO,2020-11-22 17:20:48,69.01,23.04,28.53,98,100,8.52
276,Havoysund,NO,2020-11-22 17:20:48,71.0,24.66,33.8,86,75,2.24
277,Manzhouli,CN,2020-11-22 17:20:48,49.6,117.43,15.71,91,11,21.39
278,Itarema,BR,2020-11-22 17:20:48,-2.92,-39.92,86.81,56,27,18.84
279,Farah,AF,2020-11-22 17:20:48,32.5,62.5,56.12,34,100,2.55
280,Yining,CN,2020-11-22 17:20:48,29.04,114.56,46.29,87,100,3.8
281,Ponta Pora,BR,2020-11-22 17:20:48,-22.54,-55.73,87.8,27,0,4.7
282,Ust-Nera,RU,2020-11-22 17:20:48,64.57,143.2,-20.79,78,44,2.24
283,Almenara,BR,2020-11-22 17:20:49,-16.18,-40.69,70.84,90,100,0.96
284,Saint Anthony,US,2020-11-22 17:20:49,45.02,-93.22,37.99,86,90,9.17
285,Yendi,GH,2020-11-22 17:20:49,9.44,-0.01,91.65,24,78,2.19
286,Horana,LK,2020-11-22 17:20:49,6.72,80.06,77.0,78,20,3.15
287,Edwardsville,US,2020-11-22 17:20:49,38.81,-89.95,45.0,100,90,11.41
288,Coquimbo,CL,2020-11-22 17:17:45,-29.95,-71.34,62.6,67,20,13.87
289,Kataysk,RU,2020-11-22 17:20:49,56.29,62.58,19.35,92,99,5.91
290,Plastun,RU,2020-11-22 17:20:49,44.76,136.29,14.25,88,0,9.46
291,Zyryanka,RU,2020-11-22 17:20:49,65.75,150.85,-1.86,92,100,11.25
292,Burnie,AU,2020-11-22 17:20:50,-41.07,145.92,57.99,94,91,3.0
293,Altay,CN,2020-11-22 17:20:50,47.87,88.12,20.84,65,0,5.44
294,Paoua,CF,2020-11-22 17:20:50,7.24,16.44,81.03,36,79,3.09
295,Laguna,US,2020-11-22 17:20:50,38.42,-121.42,48.99,87,1,3.67
296,Pak Phanang,TH,2020-11-22 17:20:50,8.35,100.2,79.38,79,100,5.08
297,Evensk,RU,2020-11-22 17:20:50,61.95,159.23,4.42,93,100,6.64
298,Piacabucu,BR,2020-11-22 17:20:50,-10.41,-36.43,83.01,65,7,13.02
299,Paamiut,GL,2020-11-22 17:20:50,61.99,-49.67,30.33,89,100,9.64
300,Gizo,SB,2020-11-22 17:20:51,-8.1,156.84,82.35,74,74,8.32
301,Kaeo,NZ,2020-11-22 17:20:51,-35.1,173.78,48.99,91,11,3.0
302,Salta,AR,2020-11-22 17:18:04,-24.79,-65.41,84.2,30,40,9.17
303,Severo-Kurilsk,RU,2020-11-22 17:20:51,50.68,156.12,30.87,92,85,20.85
304,Conde,BR,2020-11-22 17:20:51,-7.26,-34.91,87.8,55,75,11.41
305,Cap Malheureux,MU,2020-11-22 17:20:51,-19.98,57.61,75.99,75,37,3.0
306,Bengkulu,ID,2020-11-22 17:20:51,-3.8,102.27,75.78,93,100,3.71
307,Murmino,RU,2020-11-22 17:20:51,54.6,40.05,27.0,65,100,5.01
308,Juneau,US,2020-11-22 17:20:52,58.3,-134.42,36.0,94,90,16.11
309,Hovd,MN,2020-11-22 17:20:52,48.01,91.64,12.27,85,0,0.83
310,Dunedin,NZ,2020-11-22 17:20:52,-45.87,170.5,48.0,75,92,1.01
311,Acarau,BR,2020-11-22 17:20:52,-2.89,-40.12,87.31,56,41,19.8
312,Mezen,RU,2020-11-22 17:20:52,65.85,44.24,29.28,97,100,16.82
313,Luderitz,NA,2020-11-22 17:20:53,-26.65,15.16,69.8,60,31,19.46
314,Kambia,SL,2020-11-22 17:20:53,9.12,-12.92,89.55,51,69,2.1
315,Hobyo,SO,2020-11-22 17:20:53,5.35,48.53,80.76,74,68,15.17
316,Kargasok,RU,2020-11-22 17:20:53,59.06,80.86,23.27,97,99,7.99
317,Labuhan,ID,2020-11-22 17:20:53,-6.88,112.21,80.55,80,100,3.91
318,Eftimie Murgu,RO,2020-11-22 17:20:53,44.9,22.09,32.0,91,0,1.12
319,Saint-Philippe,RE,2020-11-22 17:20:53,-21.36,55.77,75.2,73,75,18.34
320,Parana,AR,2020-11-22 17:20:54,-31.73,-60.52,91.99,24,0,4.0
321,Teguise,ES,2020-11-22 17:20:54,29.06,-13.56,69.8,88,20,13.87
322,Erbaa,TR,2020-11-22 17:20:54,40.67,36.57,48.2,70,75,16.11
323,Sabha,LY,2020-11-22 17:18:26,27.04,14.43,67.23,26,75,7.83
324,Dandong,CN,2020-11-22 17:20:54,40.13,124.39,24.53,79,0,10.0
325,Havre-Saint-Pierre,CA,2020-11-22 17:20:54,50.23,-63.6,24.8,49,1,6.93
326,Lorengau,PG,2020-11-22 17:20:55,-2.02,147.27,81.9,78,100,9.15
327,Hospet,IN,2020-11-22 17:20:55,15.27,76.4,75.27,66,60,4.52
328,Frunzivka,UA,2020-11-22 17:20:55,47.33,29.75,34.41,83,24,8.5
329,Hervey Bay,AU,2020-11-22 17:20:55,-25.3,152.85,66.99,80,1,1.01
330,Deoria,IN,2020-11-22 17:20:55,26.5,83.79,63.18,38,0,5.32
331,Biak,ID,2020-11-22 17:20:55,-0.91,122.88,78.75,78,100,3.15
332,Puri,IN,2020-11-22 17:20:55,19.8,85.85,71.6,78,23,8.32
333,Sovetskiy,RU,2020-11-22 17:20:55,61.36,63.58,18.46,95,0,7.65
334,Yagodnoye,RU,2020-11-22 17:20:56,62.55,149.67,-3.89,89,97,3.49
335,Brigantine,US,2020-11-22 17:19:05,39.41,-74.36,57.2,71,90,16.11
336,Vao,NC,2020-11-22 17:20:56,-22.67,167.48,72.25,79,69,17.52
337,Store Heddinge,DK,2020-11-22 17:20:56,55.31,12.39,46.4,75,0,16.11
338,Bubaque,GW,2020-11-22 17:20:56,11.28,-15.83,83.62,70,100,10.29
339,Christchurch,NZ,2020-11-22 17:20:56,-43.53,172.63,46.0,86,94,3.36
340,Guatire,VE,2020-11-22 17:20:56,10.48,-66.54,81.0,73,97,4.0
341,Farafangana,MG,2020-11-22 17:20:57,-22.82,47.83,75.38,86,96,12.88
342,Kartuzy,PL,2020-11-22 17:20:57,54.33,18.2,43.0,87,20,14.99
343,Elat,IL,2020-11-22 17:20:57,29.56,34.95,73.4,35,0,10.29
344,Cidreira,BR,2020-11-22 17:20:57,-30.18,-50.21,69.75,60,0,11.32
345,Copiapo,CL,2020-11-22 17:20:57,-27.37,-70.33,62.6,63,75,11.41
346,Riyadh,SA,2020-11-22 17:20:57,24.69,46.72,69.8,35,0,9.17
347,Shubarshi,KZ,2020-11-22 17:20:57,48.59,57.19,20.59,90,100,4.59
348,Te Anau,NZ,2020-11-22 17:20:57,-45.42,167.72,36.81,88,68,1.99
349,Bull Savanna,JM,2020-11-22 17:20:58,17.89,-77.59,80.96,75,8,11.3
350,Pacific Grove,US,2020-11-22 17:16:10,36.62,-121.92,52.0,65,1,4.7
351,Kurchum,KZ,2020-11-22 17:20:58,48.57,83.65,21.9,83,0,1.83
352,Xining,CN,2020-11-22 17:20:58,36.62,101.77,16.3,93,100,1.81
353,San Jeronimo,PE,2020-11-22 17:20:58,-11.95,-75.28,63.79,38,31,3.27
354,Acahay,PY,2020-11-22 17:20:58,-25.92,-57.15,94.82,24,0,4.27
355,Marsh Harbour,BS,2020-11-22 17:20:58,26.54,-77.06,77.99,78,15,16.55
356,Fare,PF,2020-11-22 17:20:59,-16.7,-151.02,80.28,74,94,7.65
357,Muravlenko,RU,2020-11-22 17:20:59,63.79,74.52,12.51,97,72,10.85
358,Podgornoye,RU,2020-11-22 17:20:59,51.73,39.15,26.6,86,75,8.95
359,Rantauprapat,ID,2020-11-22 17:20:59,2.1,99.83,71.58,94,70,2.13
360,Cranbrook,CA,2020-11-22 17:20:59,49.5,-115.77,26.6,68,75,2.24
361,Caravelas,BR,2020-11-22 17:20:59,-17.71,-39.25,75.22,82,100,7.94
362,Muriwai Beach,NZ,2020-11-22 17:21:00,-36.82,174.45,53.01,86,53,1.99
363,Laurel,US,2020-11-22 17:21:00,39.1,-76.85,55.99,66,90,10.29
364,Makeni,SL,2020-11-22 17:21:00,8.88,-12.05,87.4,59,29,1.63
365,Sao Jose Da Coroa Grande,BR,2020-11-22 17:21:00,-8.9,-35.15,82.63,64,13,10.47
366,Fairbanks,US,2020-11-22 17:16:51,64.84,-147.72,10.99,77,75,0.56
367,Luau,AO,2020-11-22 17:21:00,-10.71,22.22,70.39,91,92,2.48
368,Kanungu,UG,2020-11-22 17:21:00,-0.96,29.79,63.05,85,91,4.0
369,Ndioum,SN,2020-11-22 17:21:01,16.51,-14.65,98.6,19,0,7.34
370,Faanui,PF,2020-11-22 17:21:01,-16.48,-151.75,79.88,74,68,8.3
371,Amguri,IN,2020-11-22 17:21:01,26.8,94.53,60.04,93,0,1.99
372,Hirara,JP,2020-11-22 17:21:01,24.8,125.28,74.39,87,84,18.99
373,Makakilo City,US,2020-11-22 17:21:01,21.35,-158.09,77.0,69,40,10.29
374,Ituiutaba,BR,2020-11-22 17:21:01,-18.97,-49.47,94.35,24,0,2.95
375,Kromy,RU,2020-11-22 17:21:01,52.69,35.77,29.14,96,100,14.88
376,Launceston,AU,2020-11-22 17:17:25,-41.45,147.17,55.4,76,75,8.05
377,Manaus,BR,2020-11-22 17:21:02,-3.1,-60.02,86.0,70,75,3.36
378,Lishui,CN,2020-11-22 17:21:02,28.46,119.91,52.63,78,97,3.6
379,Caceres,ES,2020-11-22 17:21:02,39.52,-6.37,54.05,62,0,3.04
380,Chaohu,CN,2020-11-22 17:21:02,31.6,117.87,45.0,87,90,4.47
381,Paita,PE,2020-11-22 17:21:02,-5.09,-81.11,78.8,57,0,12.75
382,Boueni,YT,2020-11-22 17:21:02,-12.9,45.08,82.4,74,0,4.7
383,Buala,SB,2020-11-22 17:21:02,-8.14,159.59,79.23,80,43,3.22
384,Huaraz,PE,2020-11-22 17:21:02,-9.53,-77.53,64.96,39,32,4.18
385,Hasaki,JP,2020-11-22 17:21:03,35.73,140.83,63.0,93,75,8.05
386,Yulara,AU,2020-11-22 17:21:03,-25.24,130.99,77.0,57,100,9.17
387,Saskylakh,RU,2020-11-22 17:21:03,71.92,114.08,8.76,93,100,12.93
388,Kununurra,AU,2020-11-22 17:18:11,-15.77,128.73,78.8,83,100,9.17
389,Mullovka,RU,2020-11-22 17:21:03,54.2,49.4,17.6,78,89,6.71
390,Kvitok,RU,2020-11-22 17:21:03,56.07,98.48,24.69,97,98,6.8
391,Kieta,PG,2020-11-22 17:21:03,-6.22,155.63,76.93,76,52,4.09
392,Rensvik,NO,2020-11-22 17:21:04,63.1,7.82,42.8,75,75,40.26
393,Asau,RO,2020-11-22 17:21:04,46.43,26.4,36.0,71,35,7.38
394,Lazaro Cardenas,MX,2020-11-22 17:21:04,17.96,-102.2,84.38,59,0,3.06
395,Namatanai,PG,2020-11-22 17:21:04,-3.67,152.43,78.71,73,76,6.35
396,Boca Do Acre,BR,2020-11-22 17:21:04,-8.75,-67.4,95.67,41,73,3.27
397,Alnashi,RU,2020-11-22 17:21:05,56.19,52.48,18.07,94,100,10.76
398,Yumbe,UG,2020-11-22 17:21:05,3.47,31.25,73.4,73,41,4.83
399,Yenagoa,NG,2020-11-22 17:21:05,4.92,6.26,84.83,65,78,5.3
400,Homer,US,2020-11-22 17:21:05,59.64,-151.55,36.0,68,24,8.01
401,Port Augusta,AU,2020-11-22 17:21:05,-32.5,137.77,61.0,87,75,13.87
402,Nuuk,GL,2020-11-22 17:21:05,64.18,-51.72,24.8,79,90,5.82
403,Panguipulli,CL,2020-11-22 17:21:06,-39.63,-72.33,60.8,77,90,4.7
404,Lac Du Bonnet,CA,2020-11-22 17:21:06,50.25,-96.06,19.99,85,99,20.8
405,Morant Bay,JM,2020-11-22 17:21:06,17.88,-76.41,86.0,70,20,19.46
406,Villaviciosa,ES,2020-11-22 17:21:06,43.48,-5.44,57.0,74,0,1.74
407,Farmersville,US,2020-11-22 17:21:06,36.3,-119.21,50.0,100,90,1.99
408,Montemorelos,MX,2020-11-22 17:21:05,25.2,-99.82,75.52,61,8,8.59
409,Charleston,US,2020-11-22 17:16:55,32.78,-79.93,75.99,78,90,11.41
410,Mugur-Aksy,RU,2020-11-22 17:21:07,50.35,90.5,6.58,82,0,4.16
411,Hofn,IS,2020-11-22 17:21:07,64.25,-15.21,33.03,90,97,7.31
412,Takaka,NZ,2020-11-22 17:21:07,-40.85,172.8,54.0,85,93,5.99
413,Salalah,OM,2020-11-22 17:16:38,17.02,54.09,82.4,74,75,9.17
414,Gayny,RU,2020-11-22 17:21:07,60.31,54.32,20.08,95,96,11.01
415,Bay Roberts,CA,2020-11-22 17:21:07,47.6,-53.26,34.0,85,90,12.75
416,Sehithwa,BW,2020-11-22 17:21:07,-20.47,22.72,84.61,44,71,2.08
417,Gerash,IR,2020-11-22 17:21:07,27.67,54.14,66.2,63,0,3.33
418,Seoul,KR,2020-11-22 17:21:04,37.57,126.98,35.6,64,1,7.54
419,Labuan,MY,2020-11-22 17:21:08,5.28,115.24,80.6,88,20,2.24
420,Ballina,AU,2020-11-22 17:21:08,-28.87,153.57,66.2,88,3,8.05
421,Clyde River,CA,2020-11-22 17:18:56,70.47,-68.59,6.8,84,90,34.45
422,Hamilton,US,2020-11-22 17:21:08,39.18,-84.53,51.01,93,90,3.36
423,Hay River,CA,2020-11-22 17:21:08,60.82,-115.8,-0.4,84,80,6.93
424,Anloga,GH,2020-11-22 17:21:08,5.79,0.9,84.2,79,20,12.75
425,Thinadhoo,MV,2020-11-22 17:21:09,0.53,72.93,82.87,74,48,9.48
426,Haines Junction,CA,2020-11-22 17:21:09,60.75,-137.51,-13.0,75,100,3.36
427,Henties Bay,NA,2020-11-22 17:21:09,-22.12,14.28,62.01,85,2,5.99
428,Jardim,BR,2020-11-22 17:21:09,-21.48,-56.14,98.91,21,0,3.51
429,Tongchuan,CN,2020-11-22 17:21:09,35.08,109.09,30.61,85,99,2.82
430,Tiarei,PF,2020-11-22 17:21:09,-17.53,-149.33,78.8,69,20,3.36
431,Abrego,CO,2020-11-22 17:21:09,8.08,-73.22,71.82,79,70,3.15
432,Tuatapere,NZ,2020-11-22 17:21:10,-46.13,167.68,41.0,94,96,1.01
433,Codrington,AU,2020-11-22 17:21:10,-38.27,141.97,57.02,94,95,6.53
434,Bilma,NE,2020-11-22 17:21:10,18.69,12.92,71.55,22,0,6.26
435,Chokurdakh,RU,2020-11-22 17:21:10,70.63,147.92,-3.15,93,100,6.13
436,Verkhovyna,UA,2020-11-22 17:21:10,48.16,24.79,30.43,88,55,8.28
437,Bar Harbor,US,2020-11-22 17:21:10,44.39,-68.2,37.99,47,1,6.93
438,Tilichiki,RU,2020-11-22 17:21:11,60.47,166.1,6.39,94,97,3.8
439,Calabozo,VE,2020-11-22 17:21:11,8.92,-67.43,85.75,68,96,5.46
440,Okha,RU,2020-11-22 17:21:11,53.57,142.95,18.5,95,98,16.24
441,Kamenka,RU,2020-11-22 17:21:11,51.32,42.77,25.0,80,65,5.21
442,Byron Bay,AU,2020-11-22 17:20:56,-28.65,153.62,66.2,88,3,8.05
443,Naron,ES,2020-11-22 17:21:11,43.52,-8.15,57.0,77,0,1.01
444,Alton,US,2020-11-22 17:21:11,38.89,-90.18,45.0,100,90,11.41
445,Changji,CN,2020-11-22 17:21:12,44.02,87.32,17.6,78,0,2.24
446,Winnemucca,US,2020-11-22 17:21:12,40.97,-117.74,28.4,74,1,2.77
447,Nanzhou,CN,2020-11-22 17:21:12,29.36,112.4,44.83,80,94,10.96
448,Kamphaeng Phet,TH,2020-11-22 17:21:12,16.25,99.5,74.1,81,100,1.83
449,Kavos,GR,2020-11-22 17:21:12,38.83,22.83,52.0,92,95,8.16
450,Kharp,RU,2020-11-22 17:21:12,66.8,65.81,15.13,94,98,3.29
451,Nemuro,JP,2020-11-22 17:21:13,43.32,145.57,37.13,88,100,19.26
452,Pathein,MM,2020-11-22 17:21:13,16.78,94.73,71.56,70,13,5.01
453,Tarbagatay,RU,2020-11-22 17:21:13,51.48,107.36,24.8,73,90,4.47
454,Lasa,IT,2020-11-22 17:21:13,46.62,10.7,39.99,59,75,2.24
455,Tambura,SS,2020-11-22 17:21:13,5.6,27.47,79.56,40,9,2.55
456,Araouane,ML,2020-11-22 17:21:13,18.9,-3.53,83.37,15,0,8.05
457,Benton Harbor,US,2020-11-22 17:16:52,42.12,-86.45,37.99,93,90,3.36
458,Nelipyno,UA,2020-11-22 17:21:14,48.56,23.03,35.6,80,90,4.47
459,Kulhudhuffushi,MV,2020-11-22 17:21:14,6.62,73.07,82.54,74,16,10.6
460,Celestun,MX,2020-11-22 17:21:14,20.87,-90.4,80.92,68,2,9.26
461,Iqaluit,CA,2020-11-22 17:21:15,63.75,-68.51,19.4,62,75,2.24
462,Adolfo Lopez Mateos,MX,2020-11-22 17:21:15,28.47,-107.3,64.0,34,45,1.99
463,Key Largo,US,2020-11-22 17:21:15,25.09,-80.45,81.0,1,19,8.99
464,Trinidad,BO,2020-11-22 17:21:15,-14.83,-64.9,96.8,41,20,4.7
465,Rio Gallegos,AR,2020-11-22 17:18:19,-51.62,-69.22,69.8,29,75,14.99
466,Pangody,RU,2020-11-22 17:21:15,65.85,74.49,9.41,95,0,9.22
467,Moree,AU,2020-11-22 17:21:15,-29.47,149.85,78.8,27,7,18.34
468,Bandarbeyla,SO,2020-11-22 17:21:19,9.49,50.81,79.39,66,100,14.88
469,Praia Da Vitoria,PT,2020-11-22 17:21:19,38.73,-27.07,66.2,77,40,8.01
470,Gorontalo,ID,2020-11-22 17:21:19,0.54,123.06,76.57,88,99,2.06
471,Kattivakkam,IN,2020-11-22 17:21:19,13.22,80.32,80.6,83,40,3.36
472,Jiangyou,CN,2020-11-22 17:20:26,31.77,104.72,45.03,63,100,1.57
473,Liku,ID,2020-11-22 17:21:20,-0.73,119.89,76.15,86,96,1.36
474,Broome,US,2020-11-22 17:17:48,42.25,-75.83,35.01,84,90,5.82
475,Isangel,VU,2020-11-22 17:21:20,-19.55,169.27,72.37,79,39,9.26
476,Qasigiannguit,GL,2020-11-22 17:21:20,68.82,-51.19,15.8,47,100,17.22
477,Teya,RU,2020-11-22 17:21:20,60.38,92.63,22.6,95,100,5.82
478,Alice Springs,AU,2020-11-22 17:17:18,-23.7,133.88,87.8,20,31,16.11
479,Valdemarpils,LV,2020-11-22 17:21:20,57.37,22.59,48.2,76,90,21.92
480,Naze,JP,2020-11-22 17:21:21,28.37,129.48,75.2,78,75,10.29
481,Sakete,BJ,2020-11-22 17:21:21,6.74,2.66,86.0,74,20,12.75
482,Ahipara,NZ,2020-11-22 17:21:21,-35.17,173.17,54.18,80,36,6.91
483,Pushkar,IN,2020-11-22 17:21:21,26.5,74.55,58.42,33,64,4.81
484,Ailigandi,PA,2020-11-22 17:21:21,9.23,-78.02,84.33,73,18,3.06
485,Palpa,PE,2020-11-22 17:21:21,-14.53,-75.19,86.83,22,0,9.71
486,Jalingo,NG,2020-11-22 17:21:21,8.88,11.37,88.05,28,63,4.12
487,Soe,ID,2020-11-22 17:21:21,-9.86,124.28,68.59,98,100,3.24
488,Bani Walid,LY,2020-11-22 17:21:22,31.76,13.99,59.5,59,52,11.21
489,Mahibadhoo,MV,2020-11-22 17:21:22,3.78,72.97,83.84,68,36,5.86
490,Obodivka,UA,2020-11-22 17:21:22,48.41,29.25,33.01,82,62,9.53
491,Dingle,PH,2020-11-22 17:21:22,11.0,122.67,75.51,88,14,8.48
492,Diego De Almagro,CL,2020-11-22 17:21:22,-26.37,-70.05,85.12,13,22,15.77
493,Magaria,NE,2020-11-22 17:21:22,13.0,8.91,76.24,32,0,1.66
494,Senno,RU,2020-11-22 17:21:22,59.53,33.92,33.01,94,100,8.01
495,Caraquet,CA,2020-11-22 17:17:13,47.79,-64.94,30.2,50,36,8.05
496,Vestmannaeyjar,IS,2020-11-22 17:21:23,63.44,-20.27,35.6,80,20,4.7
497,Ust-Ilimsk,RU,2020-11-22 17:21:23,58.0,102.66,19.8,97,100,7.07
498,Cockburn Town,TC,2020-11-22 17:21:23,21.46,-71.14,78.8,88,75,8.05
499,Poum,NC,2020-11-22 17:21:23,-20.23,164.02,75.49,74,13,15.28
500,Martinsville,US,2020-11-22 17:19:15,36.69,-79.87,60.01,76,90,4.09
501,Midland,US,2020-11-22 17:21:23,32.0,-102.08,55.4,82,90,16.11
502,San Patricio,US,2020-11-22 17:21:23,28.02,-97.52,78.8,65,75,9.17
503,Gallup,US,2020-11-22 17:21:24,35.53,-108.74,46.4,39,1,3.36
504,Muli,MV,2020-11-22 17:21:24,2.92,73.57,83.48,70,25,7.31
505,Ewa Beach,US,2020-11-22 17:21:24,21.32,-158.01,77.0,69,40,10.29
506,Virden,US,2020-11-22 17:21:24,39.5,-89.77,44.01,86,100,8.99
507,Svetlyy,RU,2020-11-22 17:21:24,54.67,20.13,48.0,75,40,15.66
508,Alta Floresta,BR,2020-11-22 17:21:24,-9.88,-56.09,84.4,75,84,5.95
509,Souris,CA,2020-11-22 17:21:24,49.62,-100.26,23.0,79,20,17.22
510,Salekhard,RU,2020-11-22 17:21:25,66.53,66.6,14.67,95,78,8.7
511,Tabuk,PH,2020-11-22 17:21:25,17.42,121.44,70.56,86,13,4.85
512,Coahuayana,MX,2020-11-22 17:21:25,18.73,-103.68,86.0,48,5,3.31
513,Mali,GN,2020-11-22 17:21:25,12.08,-12.3,96.8,26,0,4.7
514,Karratha,AU,2020-11-22 17:21:25,-20.74,116.85,76.6,88,3,3.85
515,Mehamn,NO,2020-11-22 17:21:25,71.04,27.85,30.2,80,75,10.29
516,Maroantsetra,MG,2020-11-22 17:21:25,-15.43,49.73,77.5,78,61,5.46
517,Ternate,ID,2020-11-22 17:21:25,0.8,127.4,81.7,75,66,4.56
518,Cabedelo,BR,2020-11-22 17:21:26,-6.98,-34.83,87.8,55,75,11.41
519,Auki,SB,2020-11-22 17:21:26,-8.77,160.7,77.34,83,11,3.58
520,Jega,NG,2020-11-22 17:21:26,12.22,4.38,83.14,24,3,4.09
521,Tautira,PF,2020-11-22 17:21:26,-17.73,-149.15,78.8,69,20,3.36
522,Rudsar,IR,2020-11-22 17:21:26,37.14,50.29,51.8,87,90,2.24
523,Tynda,RU,2020-11-22 17:21:26,55.17,124.72,-3.44,89,100,3.0
524,Udachnyy,RU,2020-11-22 17:21:27,66.42,112.4,14.0,85,90,8.95
525,Rovaniemi,FI,2020-11-22 17:21:27,66.5,25.72,33.8,100,90,12.75
526,Rio Grande,BR,2020-11-22 17:19:25,-32.03,-52.1,75.2,47,20,16.11
527,Sars,RU,2020-11-22 17:21:27,56.55,57.14,15.84,94,93,7.78
528,Monroe,US,2020-11-22 17:21:27,43.15,-77.68,39.0,74,90,11.41
529,Tessalit,ML,2020-11-22 17:21:27,20.2,1.01,80.2,16,80,7.87
530,Emirdag,TR,2020-11-22 17:21:27,39.02,31.15,38.08,73,0,1.77
531,Odienne,CI,2020-11-22 17:21:27,9.51,-7.57,89.91,28,39,3.47
532,Banda Aceh,ID,2020-11-22 17:21:28,5.56,95.32,79.27,71,99,9.42
533,Conselheiro Lafaiete,BR,2020-11-22 17:18:44,-20.66,-43.79,73.4,64,75,8.05
534,Saint-Joseph,RE,2020-11-22 17:21:28,-21.37,55.62,75.2,73,75,18.34
535,Roald,NO,2020-11-22 17:21:28,62.58,6.13,42.8,75,75,21.92
536,Leh,IN,2020-11-22 17:21:28,34.17,77.58,21.7,82,100,4.12
537,Ust-Kuyga,RU,2020-11-22 17:21:28,70.02,135.6,-18.87,84,11,5.99
538,Baykit,RU,2020-11-22 17:21:28,61.67,96.37,21.0,94,100,6.96
539,Egvekinot,RU,2020-11-22 17:21:29,66.32,-179.17,21.34,98,100,11.9
540,Mosjoen,NO,2020-11-22 17:21:29,65.84,13.19,44.01,86,75,2.24
541,Xiamen,CN,2020-11-22 17:20:58,24.48,118.08,73.4,78,90,15.66
542,Maningrida,AU,2020-11-22 17:21:29,-12.07,134.27,82.51,70,64,5.28
543,Kloulklubed,PW,2020-11-22 17:21:29,7.04,134.26,77.0,94,75,3.65
